Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
Cunningham El,CUNE,10/12/21,R,SARS CoV-2 N2,,50,0.18,0.81,0,586.67,,15391,1,1012.CUNE-2,1760,Negative,Composite,,,,F8,2713.33,0
Cunningham El,CUNE,10/12/21,R,SARS CoV-2 N1,,50,0.33,1.08,0.04,1100,,15391,2,1012.CUNE-2,2337.47,Negative,Composite,,,,F8,3593.33,146.67
Energized For Excellence Academy El,ENEE,10/12/21,R,SARS CoV-2 N2,,50,4.84,6.82,3.3,16133.33,,14970,28,1012.ENEE-1,1760,Positive,Composite,,,,G8,22733.33,11000
Energized For Excellence Academy El,ENEE,10/12/21,R,SARS CoV-2 N1,,50,7.04,9.46,5.06,23466.67,,14970,41,1012.ENEE-1,2337.47,Positive,Composite,,,,G8,31533.33,16866.67
Energized For Excellence Academy El,ENEE,10/12/21,R,SARS CoV-2 N2,,50,4.4,6.38,2.86,14666.67,,13772,23,1012.ENEE-2,1760,Positive,Composite,,,,H8,21266.67,9533.33
Energized For Excellence Academy El,ENEE,10/12/21,R,SARS CoV-2 N1,,50,5.5,7.7,3.74,18333.33,,13772,29,1012.ENEE-2,2337.47,Positive,Composite,,,,H8,25666.67,12466.67
Ferguson Way,FERG,10/11/21,R,SARS CoV-2 N2,,50,1.14,2.33,0.44,3813.33,,13630,6,1011.FERG-1,1760,Positive,Composite,,,,G3,7773.33,1466.67
Ferguson Way,FERG,10/11/21,R,SARS CoV-2 N1,,50,2.42,4.18,1.32,8066.67,,13630,13,1011.FERG-1,2337.47,Positive,Composite,,,,G3,13933.33,4400
Ferguson Way,FERG,10/11/21,R,SARS CoV-2 N2,,50,1.3,2.53,0.55,4326.67,,14009,7,1011.FERG-2,1760,Positive,Composite,,,,H3,8433.33,1833.33
Ferguson Way,FERG,10/11/21,R,SARS CoV-2 N1,,50,0.75,1.74,0.22,2493.33,,14009,4,1011.FERG-2,2337.47,Positive,Composite,,,,H3,5793.33,733.33
Fondren No.2,FON2,10/11/21,R,SARS CoV-2 N2,,50,5.28,7.48,3.52,17600,,14194,29,1011.FON2-1,1760,Positive,Composite,,,,A4,24933.33,11733.33
Fondren No.2,FON2,10/11/21,R,SARS CoV-2 N1,,50,9.9,12.76,7.48,33000,,14194,54,1011.FON2-1,2337.47,Positive,Composite,,,,A4,42533.33,24933.33
Fondren No.2,FON2,10/11/21,R,SARS CoV-2 N2,,50,0,1.74,0,0,,4446,0,1011.FON2-2,1760,Negative,Composite,,,,B4,5793.33,0
Fondren No.2,FON2,10/11/21,R,SARS CoV-2 N1,,50,0,1.74,0,0,,4446,0,1011.FON2-2,2337.47,Negative,Composite,,,,B4,5793.33,0
Heights,HEIG,10/11/21,R,SARS CoV-2 N2,,50,0.2,0.95,0,660,,13088,1,1011.HEIG-1,1760,Negative,Composite,,,,C4,3153.33,0
Heights,HEIG,10/11/21,R,SARS CoV-2 N1,,50,0.4,1.28,0.07,1320,,13088,2,1011.HEIG-1,2337.47,Negative,Composite,,,,C4,4253.33,220
Heights,HEIG,10/11/21,R,SARS CoV-2 N2,,50,0.46,1.45,0.07,1540,,11473,2,1011.HEIG-2,1760,Negative,Composite,,,,D4,4840,220
Heights,HEIG,10/11/21,R,SARS CoV-2 N1,,50,0.46,1.45,0.07,1540,,11473,2,1011.HEIG-2,2337.47,Negative,Composite,,,,D4,4840,220
M.U.D 175-1 LS 281,MUD175,10/11/21,R,SARS CoV-2 N2,,50,2.86,4.84,1.54,9533.33,,10751,12,1011.MUD175-1,1760,Positive,Composite,,,,G4,16133.33,5133.33
M.U.D 175-1 LS 281,MUD175,10/11/21,R,SARS CoV-2 N1,,50,3.08,5.28,1.76,10266.67,,10751,13,1011.MUD175-1,2337.47,Positive,Composite,,,,G4,17600,5866.67
M.U.D 175-1 LS 281,MUD175,10/11/21,R,SARS CoV-2 N2,,50,5.72,8.14,3.74,19066.67,,11524,25,1011.MUD175-2,1760,Positive,Composite,,,,H4,27133.33,12466.67
M.U.D 175-1 LS 281,MUD175,10/11/21,R,SARS CoV-2 N1,,50,6.6,9.24,4.4,22000,,11524,29,1011.MUD175-2,2337.47,Positive,Composite,,,,H4,30800,14666.67
Mistral Center For Early Childhood,MISC,10/12/21,R,SARS CoV-2 N2,,50,0,0.57,0,0,,13662,0,1012.MISC-1,1760,Negative,Composite,,,,A9,1906.67,0
Mistral Center For Early Childhood,MISC,10/12/21,R,SARS CoV-2 N1,,50,0.2,0.9,0,660,,13662,1,1012.MISC-1,2337.47,Negative,Composite,,,,A9,3006.67,0
Mistral Center For Early Childhood,MISC,10/12/21,R,SARS CoV-2 N2,,50,0,0.57,0,0,,13535,0,1012.MISC-2,1760,Negative,Composite,,,,B9,1906.67,0
Mistral Center For Early Childhood,MISC,10/12/21,R,SARS CoV-2 N1,,50,0.2,0.92,0,660,,13535,1,1012.MISC-2,2337.47,Negative,Composite,,,,B9,3080,0
MUD No. 123,MUD123,10/11/21,R,SARS CoV-2 N2,,31,4.4,6.6,2.86,23655.91,,12422,21,1011.MUD123-1,2838.71,Positive,Composite,,,,E4,35483.87,15376.34
MUD No. 123,MUD123,10/11/21,R,SARS CoV-2 N1,,31,6.82,9.46,4.84,36666.67,,12422,33,1011.MUD123-1,3770.11,Positive,Composite,,,,E4,50860.22,26021.51
MUD No. 123,MUD123,10/11/21,R,SARS CoV-2 N2,,27,2.42,4.4,1.32,14938.27,,11341,11,1011.MUD123-2,3259.26,Positive,Composite,,,,F4,27160.49,8148.15
MUD No. 123,MUD123,10/11/21,R,SARS CoV-2 N1,,27,2.64,4.62,1.54,16296.3,,11341,12,1011.MUD123-2,4328.64,Positive,Composite,,,,F4,28518.52,9506.17
Neff Ecc,NECC,10/12/21,R,SARS CoV-2 N2,,50,0,0.55,0,0,,14186,0,1012.NECC-1,1760,Negative,Composite,,,,C9,1833.33,0
Neff Ecc,NECC,10/12/21,R,SARS CoV-2 N1,,50,0,0.55,0,0,,14186,0,1012.NECC-1,2337.47,Negative,Composite,,,,C9,1833.33,0
Neff Ecc,NECC,10/12/21,R,SARS CoV-2 N2,,50,0,0.55,0,0,,13900,0,1012.NECC-2,1760,Negative,Composite,,,,D9,1833.33,0
Neff Ecc,NECC,10/12/21,R,SARS CoV-2 N1,,50,0,0.55,0,0,,13900,0,1012.NECC-2,2337.47,Negative,Composite,,,,D9,1833.33,0
Neff El,NEEL,10/12/21,R,SARS CoV-2 N2,,50,0,0.57,0,0,,13603,0,1012.NEEL-1,1760,Negative,Composite,,,,E9,1906.67,0
Neff El,NEEL,10/12/21,R,SARS CoV-2 N1,,50,0.2,0.9,0,660,,13603,1,1012.NEEL-1,2337.47,Negative,Composite,,,,E9,3006.67,0
Neff El,NEEL,10/12/21,R,SARS CoV-2 N2,,45,0,0.57,0,0,,13520,0,1012.NEEL-2,1955.56,Negative,Composite,,,,F9,2118.52,0
Neff El,NEEL,10/12/21,R,SARS CoV-2 N1,,45,0.2,0.92,0,733.33,,13520,1,1012.NEEL-2,2597.19,Negative,Composite,,,,F9,3422.22,0
North Eldridge,NELD,10/11/21,R,SARS CoV-2 N2,,50,16.94,20.24,13.64,56466.67,,15338,100,1011.NELD-1,1760,Positive,Composite,,,,A5,67466.67,45466.67
North Eldridge,NELD,10/11/21,R,SARS CoV-2 N1,,50,22.22,25.96,18.48,74066.67,,15338,131,1011.NELD-1,2337.47,Positive,Composite,,,,A5,86533.33,61600
North Eldridge,NELD,10/11/21,R,SARS CoV-2 N2,,50,13.42,16.94,10.56,44733.33,,13623,71,1011.NELD-2,1760,Positive,Composite,,,,B5,56466.67,35200
North Eldridge,NELD,10/11/21,R,SARS CoV-2 N1,,50,20.46,24.2,16.5,68200,,13623,107,1011.NELD-2,2337.47,Positive,Composite,,,,B5,80666.67,55000
Reagan K-8 Educational Ctr,REAC,10/12/21,R,SARS CoV-2 N2,,50,0,0.57,0,0,,13326,0,1012.REAC-1,1760,Negative,Composite,,,,G9,1906.67,0
Reagan K-8 Educational Ctr,REAC,10/12/21,R,SARS CoV-2 N1,,50,0.2,0.92,0,660,,13326,1,1012.REAC-1,2337.47,Negative,Composite,,,,G9,3080,0
Reagan K-8 Educational Ctr,REAC,10/12/21,R,SARS CoV-2 N2,,50,0,0.53,0,0,,14664,0,1012.REAC-2,1760,Negative,Composite,,,,H9,1760,0
Reagan K-8 Educational Ctr,REAC,10/12/21,R,SARS CoV-2 N1,,50,0,0.53,0,0,,14664,0,1012.REAC-2,2337.47,Negative,Composite,,,,H9,1760,0
Richmond Ave No.1 FN349,RICH,10/11/21,R,SARS CoV-2 N2,,50,24.64,28.6,20.46,82133.33,,15467,146,1011.RICH-1,1760,Positive,Composite,,,,C5,95333.33,68200
Richmond Ave No.1 FN349,RICH,10/11/21,R,SARS CoV-2 N1,,50,29.7,34.1,25.3,99000,,15467,177,1011.RICH-1,2337.47,Positive,Composite,,,,C5,113666.67,84333.33
Richmond Ave No.1 FN349,RICH,10/11/21,R,SARS CoV-2 N2,,50,23.54,27.72,19.36,78466.67,,13248,120,1011.RICH-2,1760,Positive,Composite,,,,D5,92400,64533.33
Richmond Ave No.1 FN349,RICH,10/11/21,R,SARS CoV-2 N1,,50,23.98,28.16,19.8,79933.33,,13248,122,1011.RICH-2,2337.47,Positive,Composite,,,,D5,93866.67,66000
Rodriguez El,ROZE,10/12/21,R,SARS CoV-2 N2,,50,0.24,1.1,0,806.67,,11132,1,1012.ROZE-1,1760,Negative,Composite,,,,A10,3666.67,0
Rodriguez El,ROZE,10/12/21,R,SARS CoV-2 N1,,50,0.46,1.5,0.07,1540,,11132,2,1012.ROZE-1,2337.47,Negative,Composite,,,,A10,4986.67,220
Rodriguez El,ROZE,10/12/21,R,SARS CoV-2 N2,,50,1.54,2.86,0.66,5133.33,,12232,7,1012.ROZE-2,1760,Positive,Composite,,,,B10,9533.33,2200
Rodriguez El,ROZE,10/12/21,R,SARS CoV-2 N1,,50,0.84,2,0.26,2786.67,,12232,4,1012.ROZE-2,2337.47,Positive,Composite,,,,B10,6673.33,880
S. Post Oak No. 1,SPO1,10/11/21,R,SARS CoV-2 N2,,50,1.98,3.3,0.88,6600,,14968,11,1011.SPO1-1,1760,Positive,Composite,,,,A6,11000,2933.33
S. Post Oak No. 1,SPO1,10/11/21,R,SARS CoV-2 N1,,50,2.42,3.96,1.32,8066.67,,14968,14,1011.SPO1-1,2337.47,Positive,Composite,,,,A6,13200,4400
S. Post Oak No. 1,SPO1,10/11/21,R,SARS CoV-2 N2,,50,1.54,2.86,0.66,5133.33,,13215,8,1011.SPO1-2,1760,Positive,Composite,,,,B6,9533.33,2200
S. Post Oak No. 1,SPO1,10/11/21,R,SARS CoV-2 N1,,50,2.64,4.4,1.54,8800,,13215,14,1011.SPO1-2,2337.47,Positive,Composite,,,,B6,14666.67,5133.33
Saddle Brook,SABR,10/11/21,R,SARS CoV-2 N2,,50,0.77,1.83,0.24,2566.67,,13361,4,1011.SABR-1,1760,Positive,Composite,,,,E5,6086.67,806.67
Saddle Brook,SABR,10/11/21,R,SARS CoV-2 N1,,50,0.77,1.83,0.24,2566.67,,13361,4,1011.SABR-1,2337.47,Positive,Composite,,,,E5,6086.67,806.67
Saddle Brook,SABR,10/11/21,R,SARS CoV-2 N2,,50,1.63,2.95,0.77,5426.67,,14274,9,1011.SABR-2,1760,Positive,Composite,,,,F5,9826.67,2566.67
Saddle Brook,SABR,10/11/21,R,SARS CoV-2 N1,,50,1.45,2.73,0.66,4840,,14274,8,1011.SABR-2,2337.47,Positive,Composite,,,,F5,9093.33,2200
San Felipe FN140,SANF,10/11/21,R,SARS CoV-2 N2,,50,1.34,2.44,0.64,4473.33,,17264,9,1011.SANF-1,1760,Positive,Composite,,,,G5,8140,2126.67
San Felipe FN140,SANF,10/11/21,R,SARS CoV-2 N1,,50,3.74,5.5,2.42,12466.67,,17264,25,1011.SANF-1,2337.47,Positive,Composite,,,,G5,18333.33,8066.67
San Felipe FN140,SANF,10/11/21,R,SARS CoV-2 N2,,50,15.18,18.48,12.1,50600,,14769,86,1011.SANF-2,1760,Positive,Composite,,,,H5,61600,40333.33
San Felipe FN140,SANF,10/11/21,R,SARS CoV-2 N1,,50,16.06,19.58,12.98,53533.33,,14769,91,1011.SANF-2,2337.47,Positive,Composite,,,,H5,65266.67,43266.67
Sharpstown International School,SHAS,10/12/21,R,SARS CoV-2 N2,,50,0,0.57,0,0,,13671,0,1012.SHAS-1,1760,Negative,Composite,,,,C10,1906.67,0
Sharpstown International School,SHAS,10/12/21,R,SARS CoV-2 N1,,50,0,0.57,0,0,,13671,0,1012.SHAS-1,2337.47,Negative,Composite,,,,C10,1906.67,0
Sharpstown International School,SHAS,10/12/21,R,SARS CoV-2 N2,,50,0,0.68,0,0,,11276,0,1012.SHAS-2,1760,Negative,Composite,,,,D10,2273.33,0
Sharpstown International School,SHAS,10/12/21,R,SARS CoV-2 N1,,50,0,0.68,0,0,,11276,0,1012.SHAS-2,2337.47,Negative,Composite,,,,D10,2273.33,0
Stella Link FN575,STEL,10/11/21,R,SARS CoV-2 N2,,50,10.12,12.98,7.48,33733.33,,13186,51,1011.STEL-1,1760,Positive,Composite,,,,C6,43266.67,24933.33
Stella Link FN575,STEL,10/11/21,R,SARS CoV-2 N1,,50,9.68,12.54,7.26,32266.67,,13186,49,1011.STEL-1,2337.47,Positive,Composite,,,,C6,41800,24200
Stella Link FN575,STEL,10/11/21,R,SARS CoV-2 N2,,50,10.34,13.64,7.7,34466.67,,11779,47,1011.STEL-2,1760,Positive,Composite,,,,D6,45466.67,25666.67
Stella Link FN575,STEL,10/11/21,R,SARS CoV-2 N1,,50,12.76,16.28,9.68,42533.33,,11779,58,1011.STEL-2,2337.47,Positive,Composite,,,,D6,54266.67,32266.67
W.C.I.D. 78,WCID78,10/11/21,R,SARS CoV-2 N2,,50,14.08,17.6,11,46933.33,,12407,67,1011.WCID78-1,1760,Positive,Composite,,,,G6,58666.67,36666.67
W.C.I.D. 78,WCID78,10/11/21,R,SARS CoV-2 N1,,50,14.3,17.82,11,47666.67,,12407,68,1011.WCID78-1,2337.47,Positive,Composite,,,,G6,59400,36666.67
W.C.I.D. 78,WCID78,10/11/21,R,SARS CoV-2 N2,,50,16.94,20.46,13.64,56466.67,,14476,94,1011.WCID78-2,1760,Positive,Composite,,,,H6,68200,45466.67
W.C.I.D. 78,WCID78,10/11/21,R,SARS CoV-2 N1,,50,19.8,23.54,16.06,66000,,14476,110,1011.WCID78-2,2337.47,Positive,Composite,,,,H6,78466.67,53533.33
WCID #028,WCID28,10/11/21,R,SARS CoV-2 N2,,50,22.66,26.84,18.48,75533.33,,12620,110,1011.WCID28-1,1760,Positive,Composite,,,,E6,89466.67,61600
WCID #028,WCID28,10/11/21,R,SARS CoV-2 N1,,50,28.16,33,23.54,93866.67,,12620,137,1011.WCID28-1,2337.47,Positive,Composite,,,,E6,110000,78466.67
WCID #028,WCID28,10/11/21,R,SARS CoV-2 N2,,50,26.4,30.8,22,88000,,13414,136,1011.WCID28-2,1760,Positive,Composite,,,,F6,102666.67,73333.33
