Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
BALLANTINE (CFS),BALL,08/12/21,R,SARS CoV-2 N1,,50,32.56,36.96,28.16,108533.33,,16771,209,0812.BALL-2,1686.67,Positive,Composite,,,,H1,123200,93866.67
Banner LS FN 221,BANN,08/12/21,R,SARS CoV-2 N2,,50,0,0.55,0,0,,13852,0,0812.BANN-1,2814.32,Negative,Composite,,,,A2,1833.33,0
Banner LS FN 221,BANN,08/12/21,R,SARS CoV-2 N1,,50,17.16,20.9,13.86,57200,,13852,91,0812.BANN-1,1686.67,Positive,Composite,,,,A2,69666.67,46200
Banner LS FN 221,BANN,08/12/21,R,SARS CoV-2 N2,,50,0,0.57,0,0,,13808,0,0812.BANN-2,2814.32,Negative,Composite,,,,B2,1906.67,0
Banner LS FN 221,BANN,08/12/21,R,SARS CoV-2 N1,,50,15.62,19.14,12.54,52066.67,,13808,83,0812.BANN-2,1686.67,Positive,Composite,,,,B2,63800,41800
Belmont LS,BELM,08/12/21,R,SARS CoV-2 N2,,50,209,220,195.8,696666.67,,15763,1218,0812.BELM-1,2814.32,Positive,Composite,,,,C2,733333.33,652666.67
Belmont LS,BELM,08/12/21,R,SARS CoV-2 N1,,50,292.6,305.8,279.4,975333.33,,15763,1683,0812.BELM-1,1686.67,Positive,Composite,,,,C2,1019333.33,931333.33
Belmont LS,BELM,08/12/21,R,SARS CoV-2 N2,,50,231,244.2,217.8,770000,,14338,1220,0812.BELM-2,2814.32,Positive,Composite,,,,D2,814000,726000
Belmont LS,BELM,08/12/21,R,SARS CoV-2 N1,,50,297,312.4,281.6,990000,,14338,1552,0812.BELM-2,1686.67,Positive,Composite,,,,D2,1041333.33,938666.67
Berkley,BERK,08/12/21,R,SARS CoV-2 N2,,50,21.34,25.08,17.82,71133.33,,16861,139,0812.BERK-1,2814.32,Positive,Composite,,,,E2,83600,59400
Berkley,BERK,08/12/21,R,SARS CoV-2 N1,,50,22.88,26.62,19.36,76266.67,,16861,149,0812.BERK-1,1686.67,Positive,Composite,,,,E2,88733.33,64533.33
Berkley,BERK,08/12/21,R,SARS CoV-2 N2,,50,119.68,128.48,111.1,398933.33,,15950,721,0812.BERK-2,2814.32,Positive,Composite,,,,F2,428266.67,370333.33
Berkley,BERK,08/12/21,R,SARS CoV-2 N1,,50,139.48,148.94,130.02,464933.33,,15950,837,0812.BERK-2,1686.67,Positive,Composite,,,,F2,496466.67,433400
Blue Bell,BLUE,08/12/21,R,SARS CoV-2 N2,,50,5.72,7.92,3.96,19066.67,,14746,33,0812.BLUE-1,2814.32,Positive,Composite,,,,G2,26400,13200
Blue Bell,BLUE,08/12/21,R,SARS CoV-2 N1,,50,8.8,11.44,6.6,29333.33,,14746,50,0812.BLUE-1,1686.67,Positive,Composite,,,,G2,38133.33,22000
Blue Bell,BLUE,08/12/21,R,SARS CoV-2 N2,,50,4.62,6.82,3.08,15400,,14378,26,0812.BLUE-2,2814.32,Positive,Composite,,,,H2,22733.33,10266.67
Blue Bell,BLUE,08/12/21,R,SARS CoV-2 N1,,50,6.16,8.36,4.18,20533.33,,14378,34,0812.BLUE-2,1686.67,Positive,Composite,,,,H2,27866.67,13933.33
BRETSHIRE #2,BRET,08/12/21,R,SARS CoV-2 N2,,50,147.62,156.86,138.38,492066.67,,17389,964,0812.BRET-1,2814.32,Positive,Composite,,,,A3,522866.67,461266.67
BRETSHIRE #2,BRET,08/12/21,R,SARS CoV-2 N1,,50,166.76,176.66,156.86,555866.67,,17389,1085,0812.BRET-1,1686.67,Positive,Composite,,,,A3,588866.67,522866.67
BRETSHIRE #2,BRET,08/12/21,R,SARS CoV-2 N2,,50,102.3,110,94.6,341000,,17805,690,0812.BRET-2,2814.32,Positive,Composite,,,,B3,366666.67,315333.33
BRETSHIRE #2,BRET,08/12/21,R,SARS CoV-2 N1,,50,125.62,134.2,117.26,418733.33,,17805,844,0812.BRET-2,1686.67,Positive,Composite,,,,B3,447333.33,390866.67
Brock LS 26,BROC,08/12/21,R,SARS CoV-2 N2,,50,82.72,90.2,75.46,275733.33,,15354,483,0812.BROC-1,2814.32,Positive,Composite,,,,C3,300666.67,251533.33
Brock LS 26,BROC,08/12/21,R,SARS CoV-2 N1,,50,90.42,98.12,82.72,301400,,15354,527,0812.BROC-1,1686.67,Positive,Composite,,,,C3,327066.67,275733.33
Brock LS 26,BROC,08/12/21,R,SARS CoV-2 N2,,50,76.34,83.16,69.52,254466.67,,16340,475,0812.BROC-2,2814.32,Positive,Composite,,,,D3,277200,231733.33
Brock LS 26,BROC,08/12/21,R,SARS CoV-2 N1,,50,89.32,96.8,81.84,297733.33,,16340,554,0812.BROC-2,1686.67,Positive,Composite,,,,D3,322666.67,272800
Chatwood,CHAT,08/12/21,R,SARS CoV-2 N2,,50,183.92,194.26,173.58,613066.67,,17437,1196,0812.CHAT-1,2814.32,Positive,Composite,,,,E3,647533.33,578600
Chatwood,CHAT,08/12/21,R,SARS CoV-2 N1,,50,204.6,215.6,193.6,682000,,17437,1331,0812.CHAT-1,1686.67,Positive,Composite,,,,E3,718666.67,645333.33
Chatwood,CHAT,08/12/21,R,SARS CoV-2 N2,,50,169.4,179.74,159.06,564666.67,,16382,1038,0812.CHAT-2,2814.32,Positive,Composite,,,,F3,599133.33,530200
Chatwood,CHAT,08/12/21,R,SARS CoV-2 N1,,50,186.12,197.12,175.34,620400,,16382,1137,0812.CHAT-2,1686.67,Positive,Composite,,,,F3,657066.67,584466.67
Clinton Dr #2,CLN2,08/12/21,R,SARS CoV-2 N2,,50,48.62,53.9,43.12,162066.67,,16937,315,0812.CLN2-1,2814.32,Positive,Composite,,,,G3,179666.67,143733.33
Clinton Dr #2,CLN2,08/12/21,R,SARS CoV-2 N1,,50,56.54,62.26,50.82,188466.67,,16937,366,0812.CLN2-1,1686.67,Positive,Composite,,,,G3,207533.33,169400
Clinton Dr #2,CLN2,08/12/21,R,SARS CoV-2 N2,,50,40.7,45.54,35.86,135666.67,,17632,275,0812.CLN2-2,2814.32,Positive,Composite,,,,H3,151800,119533.33
Clinton Dr #2,CLN2,08/12/21,R,SARS CoV-2 N1,,50,45.1,50.16,40.04,150333.33,,17632,305,0812.CLN2-2,1686.67,Positive,Composite,,,,H3,167200,133466.67
De Priest,PRIE,08/12/21,R,SARS CoV-2 N2,,50,146.52,156.86,136.18,488400,,13888,764,0812.PRIE-1,2814.32,Positive,Composite,,,,G7,522866.67,453933.33
De Priest,PRIE,08/12/21,R,SARS CoV-2 N1,,50,156.64,167.42,146.08,522133.33,,13888,816,0812.PRIE-1,1686.67,Positive,Composite,,,,G7,558066.67,486933.33
De Priest,PRIE,08/12/21,R,SARS CoV-2 N2,,50,114.4,122.76,106.04,381333.33,,16383,708,0812.PRIE-2,2814.32,Positive,Composite,,,,H7,409200,353466.67
De Priest,PRIE,08/12/21,R,SARS CoV-2 N1,,50,118.36,126.94,109.78,394533.33,,16383,732,0812.PRIE-2,1686.67,Positive,Composite,,,,H7,423133.33,365933.33
Eddington LS 459,EDDI,08/12/21,R,SARS CoV-2 N2,,50,24.86,28.82,20.9,82866.67,,15169,145,0812.EDDI-1,2814.32,Positive,Composite,,,,A4,96066.67,69666.67
Eddington LS 459,EDDI,08/12/21,R,SARS CoV-2 N1,,50,25.3,29.26,21.12,84333.33,,15169,147,0812.EDDI-1,1686.67,Positive,Composite,,,,A4,97533.33,70400
Eddington LS 459,EDDI,08/12/21,R,SARS CoV-2 N2,,50,53.24,59.4,47.3,177466.67,,14218,290,0812.EDDI-2,2814.32,Positive,Composite,,,,B4,198000,157666.67
Eddington LS 459,EDDI,08/12/21,R,SARS CoV-2 N1,,50,51.48,57.42,45.54,171600,,14218,280,0812.EDDI-2,1686.67,Positive,Composite,,,,B4,191400,151800
FAIRWAY,FAIR,08/12/21,R,SARS CoV-2 N2,,50,74.8,82.06,67.54,249333.33,,14370,409,0812.FAIR-1,2814.32,Positive,Composite,,,,C4,273533.33,225133.33
FAIRWAY,FAIR,08/12/21,R,SARS CoV-2 N1,,50,80.96,88.44,73.26,269866.67,,14370,442,0812.FAIR-1,1686.67,Positive,Composite,,,,C4,294800,244200
FAIRWAY,FAIR,08/12/21,R,SARS CoV-2 N2,,50,80.52,88,73.04,268400,,14625,448,0812.FAIR-2,2814.32,Positive,Composite,,,,D4,293333.33,243466.67
FAIRWAY,FAIR,08/12/21,R,SARS CoV-2 N1,,50,91.74,99.66,83.82,305800,,14625,509,0812.FAIR-2,1686.67,Positive,Composite,,,,D4,332200,279400
Findlay,FIND,08/12/21,R,SARS CoV-2 N2,,50,165,178.2,154,550000,,12876,799,0812.FIND-1,2814.32,Positive,Composite,,,,E4,594000,513333.33
Findlay,FIND,08/12/21,R,SARS CoV-2 N1,,50,200.2,213.4,189.2,667333.33,,12876,963,0812.FIND-1,1686.67,Positive,Composite,,,,E4,711333.33,630666.67
Findlay,FIND,08/12/21,R,SARS CoV-2 N2,,50,122.98,132,113.74,409933.33,,14753,684,0812.FIND-2,2814.32,Positive,Composite,,,,F4,440000,379133.33
Findlay,FIND,08/12/21,R,SARS CoV-2 N1,,50,136.4,146.08,126.72,454666.67,,14753,757,0812.FIND-2,1686.67,Positive,Composite,,,,F4,486933.33,422400
GARDEN VILLAS (CFS),GAVI,08/12/21,R,SARS CoV-2 N2,,50,0.33,1.1,0.04,1100,,15226,2,0812.GAVI-1,2814.32,Negative,Composite,,,,G4,3666.67,146.67
GARDEN VILLAS (CFS),GAVI,08/12/21,R,SARS CoV-2 N1,,50,0.51,1.34,0.13,1686.67,,15226,3,0812.GAVI-1,1686.67,Positive,Composite,,,,G4,4473.33,440
GARDEN VILLAS (CFS),GAVI,08/12/21,R,SARS CoV-2 N2,,50,0.35,1.17,0.04,1173.33,,14267,2,0812.GAVI-2,2814.32,Negative,Composite,,,,H4,3886.67,146.67
GARDEN VILLAS (CFS),GAVI,08/12/21,R,SARS CoV-2 N1,,50,1.98,3.52,1.1,6600,,14267,11,0812.GAVI-2,1686.67,Positive,Composite,,,,H4,11733.33,3666.67
GENOA,GEN,08/12/21,R,SARS CoV-2 N2,,50,14.52,17.82,11.44,48400,,14027,78,0812.GEN-1,2814.32,Positive,Composite,,,,A5,59400,38133.33
GENOA,GEN,08/12/21,R,SARS CoV-2 N1,,50,15.4,18.92,12.32,51333.33,,14027,83,0812.GEN-1,1686.67,Positive,Composite,,,,A5,63066.67,41066.67
GENOA,GEN,08/12/21,R,SARS CoV-2 N2,,50,16.28,20.24,13.2,54266.67,,13468,85,0812.GEN-2,2814.32,Positive,Composite,,,,B5,67466.67,44000
GENOA,GEN,08/12/21,R,SARS CoV-2 N1,,50,14.3,17.82,11.22,47666.67,,13468,74,0812.GEN-2,1686.67,Positive,Composite,,,,B5,59400,37400
GULF FREEWAY #2,GF2,08/12/21,R,SARS CoV-2 N2,,50,59.18,65.78,52.58,197266.67,,13728,310,0812.GF2-1,2814.32,Positive,Composite,,,,C5,219266.67,175266.67
GULF FREEWAY #2,GF2,08/12/21,R,SARS CoV-2 N1,,50,70.62,77.88,63.58,235400,,13728,370,0812.GF2-1,1686.67,Positive,Composite,,,,C5,259600,211933.33
GULF FREEWAY #2,GF2,08/12/21,R,SARS CoV-2 N2,,50,54.34,60.72,48.18,181133.33,,13983,291,0812.GF2-2,2814.32,Positive,Composite,,,,D5,202400,160600
GULF FREEWAY #2,GF2,08/12/21,R,SARS CoV-2 N1,,50,55.88,62.26,49.72,186266.67,,13983,299,0812.GF2-2,1686.67,Positive,Composite,,,,D5,207533.33,165733.33
HORSE PEN GULLEY,HPG,08/12/21,R,SARS CoV-2 N2,,50,100.54,109.34,91.74,335133.33,,13131,500,0812.HPG-1,2814.32,Positive,Composite,,,,E5,364466.67,305800
HORSE PEN GULLEY,HPG,08/12/21,R,SARS CoV-2 N1,,50,114.62,124.08,105.16,382066.67,,13131,569,0812.HPG-1,1686.67,Positive,Composite,,,,E5,413600,350533.33
HORSE PEN GULLEY,HPG,08/12/21,R,SARS CoV-2 N2,,50,99,108.9,88.88,330000,,10054,377,0812.HPG-2,2814.32,Positive,Composite,,,,F5,363000,296266.67
HORSE PEN GULLEY,HPG,08/12/21,R,SARS CoV-2 N1,,50,105.6,115.94,95.26,352000,,10054,402,0812.HPG-2,1686.67,Positive,Composite,,,,F5,386466.67,317533.33
Janisch Rd,JANI,08/12/21,R,SARS CoV-2 N2,,50,34.1,38.94,29.26,113666.67,,15130,198,0812.JANI-1,2814.32,Positive,Composite,,,,G5,129800,97533.33
Janisch Rd,JANI,08/12/21,R,SARS CoV-2 N1,,50,33,37.84,28.38,110000,,15130,192,0812.JANI-1,1686.67,Positive,Composite,,,,G5,126133.33,94600
Janisch Rd,JANI,08/12/21,R,SARS CoV-2 N2,,50,28.38,33,23.54,94600,,12861,140,0812.JANI-2,2814.32,Positive,Composite,,,,H5,110000,78466.67
Janisch Rd,JANI,08/12/21,R,SARS CoV-2 N1,,50,35.42,40.7,30.14,118066.67,,12861,175,0812.JANI-2,1686.67,Positive,Composite,,,,H5,135666.67,100466.67
Langley Rd FN#635,LANG,08/12/21,R,SARS CoV-2 N2,,50,0,0.55,0,0,,14072,0,0812.LANG-1,2814.32,Negative,Composite,,,,A6,1833.33,0
Langley Rd FN#635,LANG,08/12/21,R,SARS CoV-2 N1,,50,0,0.55,0,0,,14072,0,0812.LANG-1,1686.67,Negative,Composite,,,,A6,1833.33,0
Langley Rd FN#635,LANG,08/12/21,R,SARS CoV-2 N2,,50,78.1,85.58,70.84,260333.33,,14416,429,0812.LANG-2,2814.32,Positive,Composite,,,,B6,285266.67,236133.33
Langley Rd FN#635,LANG,08/12/21,R,SARS CoV-2 N1,,50,101.86,110.22,93.28,339533.33,,14416,556,0812.LANG-2,1686.67,Positive,Composite,,,,B6,367400,310933.33
Lockwood,LWD,08/12/21,R,SARS CoV-2 N2,,50,31.02,36.08,25.96,103400,,12415,148,0812.LWD-1,2814.32,Positive,Composite,,,,C6,120266.67,86533.33
Lockwood,LWD,08/12/21,R,SARS CoV-2 N1,,50,38.28,43.78,32.78,127600,,12415,182,0812.LWD-1,1686.67,Positive,Composite,,,,C6,145933.33,109266.67
Lockwood,LWD,08/12/21,R,SARS CoV-2 N2,,50,32.12,37.18,26.84,107066.67,,12114,149,0812.LWD-2,2814.32,Positive,Composite,,,,D6,123933.33,89466.67
Lockwood,LWD,08/12/21,R,SARS CoV-2 N1,,50,31.9,36.96,26.62,106333.33,,12114,148,0812.LWD-2,1686.67,Positive,Composite,,,,D6,123200,88733.33
Magnolia Park,MAGN,08/12/21,R,SARS CoV-2 N2,,50,47.3,53.02,41.58,157666.67,,14190,257,0812.MAGN-1,2814.32,Positive,Composite,,,,E6,176733.33,138600
Magnolia Park,MAGN,08/12/21,R,SARS CoV-2 N1,,50,53.9,60.28,47.74,179666.67,,14190,293,0812.MAGN-1,1686.67,Positive,Composite,,,,E6,200933.33,159133.33
Magnolia Park,MAGN,08/12/21,R,SARS CoV-2 N2,,50,73.92,80.96,67.1,246400,,15550,438,0812.MAGN-2,2814.32,Positive,Composite,,,,F6,269866.67,223666.67
Magnolia Park,MAGN,08/12/21,R,SARS CoV-2 N1,,50,91.08,98.78,83.38,303600,,15550,538,0812.MAGN-2,1686.67,Positive,Composite,,,,F6,329266.67,277933.33
Market Street No.1,MARK,08/12/21,R,SARS CoV-2 N2,,50,8.14,10.56,6.16,27133.33,,16251,51,0812.MARK-1,2814.32,Positive,Composite,,,,G6,35200,20533.33
Market Street No.1,MARK,08/12/21,R,SARS CoV-2 N1,,50,8.8,11.22,6.6,29333.33,,16251,55,0812.MARK-1,1686.67,Positive,Composite,,,,G6,37400,22000
Market Street No.1,MARK,08/12/21,R,SARS CoV-2 N2,,50,7.7,10.12,5.72,25666.67,,17007,51,0812.MARK-2,2814.32,Positive,Composite,,,,H6,33733.33,19066.67
Market Street No.1,MARK,08/12/21,R,SARS CoV-2 N1,,50,8.58,11,6.38,28600,,17007,56,0812.MARK-2,1686.67,Positive,Composite,,,,H6,36666.67,21266.67
Maxey LS FN 411,MAX,08/12/21,R,SARS CoV-2 N2,,50,133.98,144.1,124.08,446600,,13847,699,0812.MAX-1,2814.32,Positive,Composite,,,,A7,480333.33,413600
Maxey LS FN 411,MAX,08/12/21,R,SARS CoV-2 N1,,50,149.16,159.5,138.6,497200,,13847,775,0812.MAX-1,1686.67,Positive,Composite,,,,A7,531666.67,462000
Maxey LS FN 411,MAX,08/12/21,R,SARS CoV-2 N2,,50,89.76,97.24,82.28,299200,,16238,553,0812.MAX-2,2814.32,Positive,Composite,,,,B7,324133.33,274266.67
Maxey LS FN 411,MAX,08/12/21,R,SARS CoV-2 N1,,50,111.54,119.9,103.18,371800,,16238,685,0812.MAX-2,1686.67,Positive,Composite,,,,B7,399666.67,343933.33
Mitchell LS FN473,MITL,08/12/21,R,SARS CoV-2 N2,,50,22.22,25.96,18.7,74066.67,,16784,144,0812.MITL-1,2814.32,Positive,Composite,,,,C7,86533.33,62333.33
Mitchell LS FN473,MITL,08/12/21,R,SARS CoV-2 N1,,50,28.82,33,24.64,96066.67,,16784,186,0812.MITL-1,1686.67,Positive,Composite,,,,C7,110000,82133.33
Mitchell LS FN473,MITL,08/12/21,R,SARS CoV-2 N2,,50,24.86,28.82,20.9,82866.67,,15753,151,0812.MITL-2,2814.32,Positive,Composite,,,,D7,96066.67,69666.67
Mitchell LS FN473,MITL,08/12/21,R,SARS CoV-2 N1,,50,25.52,29.48,21.34,85066.67,,15753,154,0812.MITL-2,1686.67,Positive,Composite,,,,D7,98266.67,71133.33
Parker LS FN542,PARL,08/12/21,R,SARS CoV-2 N2,,50,29.48,33.88,24.86,98266.67,,14795,167,0812.PARL-1,2814.32,Positive,Composite,,,,E7,112933.33,82866.67
Parker LS FN542,PARL,08/12/21,R,SARS CoV-2 N1,,50,29.7,34.32,25.3,99000,,14795,169,0812.PARL-1,1686.67,Positive,Composite,,,,E7,114400,84333.33
Parker LS FN542,PARL,08/12/21,R,SARS CoV-2 N2,,50,29.48,33.88,25.08,98266.67,,15472,175,0812.PARL-2,2814.32,Positive,Composite,,,,F7,112933.33,83600
Parker LS FN542,PARL,08/12/21,R,SARS CoV-2 N1,,50,29.48,33.88,25.08,98266.67,,15472,175,0812.PARL-2,1686.67,Positive,Composite,,,,F7,112933.33,83600
SCOTT #1 (CFS),SCOT1,08/12/21,R,SARS CoV-2 N2,,50,22,25.52,18.26,73333.33,,16384,138,0812.SCOT1-1,2814.32,Positive,Composite,,,,A8,85066.67,60866.67
SCOTT #1 (CFS),SCOT1,08/12/21,R,SARS CoV-2 N1,,50,23.1,26.84,19.36,77000,,16384,145,0812.SCOT1-1,1686.67,Positive,Composite,,,,A8,89466.67,64533.33
SCOTT #1 (CFS),SCOT1,08/12/21,R,SARS CoV-2 N2,,50,17.38,20.68,14.08,57933.33,,16149,108,0812.SCOT1-2,2814.32,Positive,Composite,,,,B8,68933.33,46933.33
SCOTT #1 (CFS),SCOT1,08/12/21,R,SARS CoV-2 N1,,50,21.34,24.86,17.6,71133.33,,16149,132,0812.SCOT1-2,1686.67,Positive,Composite,,,,B8,82866.67,58666.67
Songwood LS FN457,SONG,08/12/21,R,SARS CoV-2 N2,,50,71.28,78.1,64.68,237600,,15863,431,0812.SONG-1,2814.32,Positive,Composite,,,,C8,260333.33,215600
Songwood LS FN457,SONG,08/12/21,R,SARS CoV-2 N1,,50,84.48,91.74,77,281600,,15863,509,0812.SONG-1,1686.67,Positive,Composite,,,,C8,305800,256666.67
Songwood LS FN457,SONG,08/12/21,R,SARS CoV-2 N2,,50,54.12,60.06,48.18,180400,,15806,327,0812.SONG-2,2814.32,Positive,Composite,,,,D8,200200,160600
Songwood LS FN457,SONG,08/12/21,R,SARS CoV-2 N1,,50,56.1,62.04,50.16,187000,,15806,339,0812.SONG-2,1686.67,Positive,Composite,,,,D8,206800,167200
TEXAS,TEX,08/12/21,R,SARS CoV-2 N2,,50,8.36,10.78,6.38,27866.67,,16953,55,0812.TEX-1,2814.32,Positive,Composite,,,,E8,35933.33,21266.67
TEXAS,TEX,08/12/21,R,SARS CoV-2 N1,,50,11.22,14.08,9.02,37400,,16953,74,0812.TEX-1,1686.67,Positive,Composite,,,,E8,46933.33,30066.67
TEXAS,TEX,08/12/21,R,SARS CoV-2 N2,,50,10.12,12.76,7.92,33733.33,,17607,69,0812.TEX-2,2814.32,Positive,Composite,,,,F8,42533.33,26400
TEXAS,TEX,08/12/21,R,SARS CoV-2 N1,,50,14.52,17.6,11.66,48400,,17607,98,0812.TEX-2,1686.67,Positive,Composite,,,,F8,58666.67,38866.67
W Canino,WESC,08/12/21,R,SARS CoV-2 N2,,50,108.02,116.16,100.1,360066.67,,16767,686,0812.WESC-1,2814.32,Positive,Composite,,,,G8,387200,333666.67
W Canino,WESC,08/12/21,R,SARS CoV-2 N1,,50,128.26,137.06,119.24,427533.33,,16767,810,0812.WESC-1,1686.67,Positive,Composite,,,,G8,456866.67,397466.67
W Canino,WESC,08/12/21,R,SARS CoV-2 N2,,50,114.18,122.76,105.6,380600,,15768,680,0812.WESC-2,2814.32,Positive,Composite,,,,H8,409200,352000
W Canino,WESC,08/12/21,R,SARS CoV-2 N1,,50,141.02,150.48,131.56,470066.67,,15768,836,0812.WESC-2,1686.67,Positive,Composite,,,,H8,501600,438533.33
W. OAK MEADOWS,WOM,08/12/21,R,SARS CoV-2 N2,,50,6.38,8.58,4.4,21266.67,,14663,36,0812.WOM-1,2814.32,Positive,Composite,,,,A9,28600,14666.67
W. OAK MEADOWS,WOM,08/12/21,R,SARS CoV-2 N1,,50,8.36,11,6.16,27866.67,,14663,47,0812.WOM-1,1686.67,Positive,Composite,,,,A9,36666.67,20533.33
W. OAK MEADOWS,WOM,08/12/21,R,SARS CoV-2 N2,,50,6.6,9.02,4.62,22000,,13685,35,0812.WOM-2,2814.32,Positive,Composite,,,,B9,30066.67,15400
W. OAK MEADOWS,WOM,08/12/21,R,SARS CoV-2 N1,,50,7.7,10.34,5.72,25666.67,,13685,41,0812.WOM-2,1686.67,Positive,Composite,,,,B9,34466.67,19066.67
WCID #028,WCID28,08/09/21,R,SARS CoV-2 N2,,50,98.56,106.92,90.2,328533.33,,14407,538,0809.WCID28-1,2814.32,Positive,Composite,,,,C9,356400,300666.67
WCID #028,WCID28,08/09/21,R,SARS CoV-2 N1,,50,112.2,121,103.18,374000,,14407,611,0809.WCID28-1,1686.67,Positive,Composite,,,,C9,403333.33,343933.33
WCID #028,WCID28,08/09/21,R,SARS CoV-2 N2,,50,115.06,124.3,106.04,383533.33,,14087,613,0809.WCID28-2,2814.32,Positive,Composite,,,,D9,414333.33,353466.67
WCID #028,WCID28,08/09/21,R,SARS CoV-2 N1,,50,135.3,145.42,125.62,451000,,14087,718,0809.WCID28-2,1686.67,Positive,Composite,,,,D9,484733.33,418733.33
